brand,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,seats,selling_price
Hyundai,70000,Dealer,Petrol,Manual,16.2,1599,5,375000
Honda,78000,Dealer,Diesel,Manual,26.0,1498,5,650000
Hyundai,46500,Dealer,Diesel,Manual,22.32,1582,5,650000
Maruti,70450,Dealer,Petrol,Manual,23.95,998,5,289000
Honda,23950,Individual,Diesel,Automatic,23.8,1498,5,780000
Maruti,42321,Dealer,Diesel,Manual,28.4,1248,5,763000
Honda,59000,Dealer,Petrol,Manual,18.7,1199,5,650000
Maruti,61425,Dealer,Diesel,Manual,28.4,1248,5,410000
Hyundai,78000,Dealer,Diesel,Manual,22.32,1582,5,670000
Honda,27000,Dealer,Petrol,Manual,16.8,1497,5,765000
Volkswagen,80000,Individual,Diesel,Manual,20.54,1598,5,315000
Renault,75000,Dealer,Diesel,Manual,20.45,1461,5,565000
Maruti,68202,Dealer,Diesel,Manual,28.4,1248,5,575000
Maruti,57000,Dealer,Diesel,Manual,25.2,1248,5,620000
Maruti,120000,Individual,Diesel,Manual,26.59,1248,5,625000
Ford,74000,Dealer,Diesel,Manual,22.7,1498,5,565000
Maruti,90000,Individual,Diesel,Manual,27.39,1248,5,575000
Maruti,40000,Individual,Petrol,Manual,22.0,1197,5,570000
Hyundai,22000,Individual,Petrol,Manual,18.9,1197,5,520000
Honda,14000,Dealer,Petrol,Manual,17.4,1497,5,1090000
Maruti,30000,Individual,Petrol,Manual,18.9,1061,5,180000
Toyota,80000,Individual,Diesel,Manual,12.99,2494,7,1000000
Audi,83000,Dealer,Diesel,Automatic,17.68,1968,5,2250000
Volkswagen,80000,Individual,Diesel,Manual,22.07,1199,5,300000
Hyundai,50000,Individual,Diesel,Manual,23.9,1582,5,750000
Volkswagen,110000,Individual,Diesel,Manual,22.07,1199,5,320000
Maruti,70400,Dealer,Petrol,Manual,22.0,1197,5,425000
Maruti,66000,Dealer,Petrol,Manual,23.95,998,5,320000
Volkswagen,60000,Individual,Diesel,Manual,20.14,1498,5,750000
Maruti,31000,Dealer,Diesel,Manual,28.4,1248,5,630000
Maruti,80000,Individual,Petrol,Manual,19.7,796,5,250000
Ford,93334,Dealer,Petrol,Manual,15.6,1196,5,446000
Maruti,83000,Dealer,Diesel,Manual,27.39,1248,5,645000
Maruti,62000,Dealer,Petrol,Manual,19.7,796,5,245000
Maruti,9021,Dealer,Petrol,Automatic,23.95,998,5,350000
Maruti,38000,Dealer,Petrol,Manual,22.74,796,5,325000
Hyundai,1000,Individual,Petrol,Automatic,20.3,1086,5,550000
Honda,39441,Dealer,Petrol,Manual,18.0,1198,5,475000
Honda,59000,Individual,Petrol,Manual,17.0,1497,5,400000
Maruti,25000,Individual,Petrol,Manual,22.0,1197,5,650000
Mahindra,37000,Individual,Diesel,Manual,15.1,2179,7,875000
Maruti,76000,Dealer,Petrol,Manual,19.7,796,5,165000
Maruti,42994,Dealer,Petrol,Manual,21.21,1197,5,580000
Honda,100000,Individual,Diesel,Manual,26.0,1498,5,650000
Hyundai,49000,Dealer,Diesel,Manual,21.9,1396,5,390000
Hyundai,18000,Dealer,Diesel,Automatic,17.01,1582,5,1345000
Volkswagen,58000,Dealer,Petrol,Manual,16.2,1199,5,610000
BMW,24501,Dealer,Diesel,Automatic,16.46,2993,5,4990000
Hyundai,62000,Individual,Diesel,Manual,19.67,1582,5,950000
Honda,78236,Dealer,Petrol,Manual,17.4,1497,5,651000
Renault,64000,Dealer,Petrol,Manual,22.3,799,5,280000
Ford,73500,Dealer,Diesel,Manual,20.0,1399,5,275000
Mahindra,80000,Individual,Diesel,Manual,16.5,1493,7,750000
Honda,68757,Dealer,Diesel,Manual,27.3,1498,5,640000
Maruti,85316,Dealer,Diesel,Manual,23.4,1248,5,580000
Mahindra,99826,Individual,Diesel,Manual,15.96,2523,7,525000
Renault,28000,Individual,Petrol,Manual,25.17,799,5,290000
Maruti,86521,Dealer,Diesel,Manual,19.3,1248,5,565000
Mahindra,36000,Dealer,Diesel,Automatic,12.05,2157,7,2950000
Maruti,80000,Individual,Diesel,Manual,17.8,1248,5,325000
Ford,67000,Dealer,Diesel,Manual,20.0,1399,5,275000
Skoda,103000,Dealer,Petrol,Automatic,14.3,1598,5,550000
Tata,60000,Dealer,Diesel,Manual,17.6,2179,7,1200000
Hyundai,49700,Dealer,Petrol,Automatic,19.2,1197,5,342000
Mahindra,60000,Individual,Diesel,Manual,15.1,2179,7,544000
Maruti,29000,Individual,Petrol,Manual,24.7,796,5,350000
Maruti,75000,Dealer,Diesel,Manual,23.4,1248,5,745000
BMW,60000,Dealer,Diesel,Automatic,21.76,1995,5,2950000
Maruti,50000,Individual,Diesel,Manual,28.4,1248,5,684000
Toyota,97000,Dealer,Diesel,Manual,13.68,2393,7,1750000
Honda,40000,Individual,Diesel,Manual,27.3,1498,5,680000
Tata,88000,Dealer,Diesel,Manual,14.0,2179,7,465000
Mahindra,65784,Dealer,Diesel,Manual,15.96,2523,7,345000
Datsun,40000,Dealer,Petrol,Manual,20.63,1198,5,335000
Toyota,89000,Individual,Diesel,Manual,12.8,2494,8,650000
Mahindra,120000,Individual,Diesel,Manual,15.96,2523,7,610000
Hyundai,4800,Individual,Petrol,Manual,18.9,1197,5,550000
Maruti,40000,Individual,Petrol,Manual,20.4,1197,5,350000
Skoda,35000,Individual,Diesel,Manual,21.13,1498,5,950000
Hyundai,12000,Dealer,Petrol,Manual,18.6,1197,5,745000
Maruti,11000,Individual,Petrol,Manual,22.05,796,5,350000
BMW,88831,Dealer,Diesel,Automatic,17.05,1995,5,1050000
BMW,75000,Dealer,Diesel,Automatic,13.38,2993,5,4000000
Mahindra,50000,Dealer,Diesel,Automatic,16.0,2179,7,1600000
Honda,60000,Individual,Petrol,Manual,17.8,1497,5,850000
Maruti,84000,Dealer,Diesel,Manual,26.59,1248,5,465000
Honda,120000,Dealer,Petrol,Automatic,10.1,2354,5,600000
Mahindra,35000,Dealer,Diesel,Manual,15.1,2179,7,1650000
Hyundai,80000,Individual,Diesel,Manual,24.0,1120,5,480000
Maruti,72000,Dealer,Petrol,Manual,18.9,998,5,341000
Renault,53000,Individual,Petrol,Manual,25.17,799,5,230000
Hyundai,100000,Individual,Diesel,Manual,23.0,1396,5,450000
Maruti,40000,Individual,Diesel,Manual,28.09,1248,5,850000
Toyota,70001,Dealer,Diesel,Manual,12.99,2494,7,975000
Mahindra,30000,Individual,Diesel,Manual,16.5,1493,7,790000
Hyundai,32959,Dealer,Diesel,Manual,22.54,1396,5,681000
Honda,34000,Dealer,Petrol,Automatic,18.2,1199,5,550000
Volkswagen,45000,Individual,Petrol,Manual,15.04,1598,5,400000
Maruti,18500,Dealer,Petrol,Automatic,21.63,998,5,575000
Volkswagen,59000,Dealer,Petrol,Manual,16.47,1198,5,350000
Maruti,50000,Individual,Petrol,Manual,23.1,998,5,400000
Toyota,107030,Dealer,Diesel,Manual,13.0,2982,7,1375000
BMW,35000,Dealer,Diesel,Automatic,16.07,1995,5,1150000
Maruti,25000,Individual,Petrol,Manual,20.92,998,5,200000
Volkswagen,70000,Individual,Petrol,Manual,16.47,1198,5,380000
Datsun,30000,Individual,Petrol,Manual,20.63,1198,5,225000
Hyundai,44000,Individual,Petrol,Manual,17.0,1591,5,900000
Maruti,100000,Individual,Petrol,Manual,19.0,1197,5,375000
Maruti,20000,Individual,Petrol,Manual,22.0,1197,5,610000
Maruti,91200,Dealer,Petrol,Manual,23.26,1197,5,280000
Datsun,50500,Dealer,Petrol,Manual,20.71,799,5,250000
Maruti,5000,Individual,Petrol,Manual,23.95,998,5,355000
Mahindra,38500,Individual,Diesel,Manual,16.36,2179,7,1520000
Renault,60000,Dealer,Petrol,Manual,25.17,799,5,270000
Hyundai,77000,Dealer,Diesel,Manual,23.0,1396,5,455000
Jaguar,52353,Individual,Diesel,Automatic,16.36,2179,5,2400000
Maruti,32524,Dealer,Petrol,Manual,19.0,1197,5,560000
Maruti,60000,Individual,Diesel,Manual,24.52,1248,7,800000
Audi,77000,Dealer,Diesel,Automatic,17.68,1968,5,1750000
Honda,65675,Dealer,Diesel,Manual,25.8,1498,5,490000
Tata,70000,Individual,Petrol,Manual,23.84,1199,5,285000
Honda,47321,Dealer,Petrol,Manual,17.4,1497,5,349000
Maruti,42564,Dealer,Diesel,Manual,28.09,1248,5,485000
Maruti,30000,Individual,Diesel,Manual,27.39,1248,5,585000
Tata,18593,Dealer,Petrol,Manual,17.0,1198,5,675000
Honda,90000,Individual,Diesel,Manual,25.1,1498,5,550000
Datsun,70000,Individual,Petrol,Manual,20.63,1198,5,180000
Maruti,25000,Individual,Petrol,Manual,21.01,1197,5,700000
Maruti,21600,Dealer,Petrol,Manual,17.5,1373,7,725000
Maruti,60000,Individual,Petrol,Manual,17.5,1298,5,350000
Honda,63339,Dealer,Diesel,Manual,26.0,1498,5,675000
Mercedes-Benz,115000,Dealer,Diesel,Automatic,11.3,2987,7,3700000
Datsun,18000,Dealer,Petrol,Manual,22.7,799,5,285000
Maruti,41170,Dealer,Petrol,Manual,19.1,1197,5,380000
Honda,15799,Dealer,Petrol,Manual,17.5,1199,5,749000
Mercedes-Benz,59000,Dealer,Diesel,Automatic,14.84,2143,5,1280000
Maruti,45000,Dealer,Diesel,Manual,28.4,1248,5,475000
Maruti,40000,Dealer,Petrol,Manual,21.21,1197,5,600000
Skoda,31001,Dealer,Diesel,Automatic,19.5,1968,5,1399000
Maruti,21517,Dealer,Petrol,Manual,18.9,998,5,315000
Maruti,50000,Dealer,Petrol,Manual,19.1,1197,5,375000
Hyundai,10000,Individual,Petrol,Manual,15.29,1591,5,1235000
Honda,44340,Dealer,Diesel,Manual,25.8,1498,5,715000
Ford,36497,Dealer,Diesel,Manual,21.7,1498,5,550000
Ford,90000,Individual,Diesel,Manual,20.0,1399,5,230000
Maruti,46100,Individual,Petrol,Automatic,21.21,1197,5,280000
Maruti,35700,Dealer,Diesel,Manual,28.09,1248,5,650000
Maruti,35000,Individual,Petrol,Manual,21.21,1197,5,550000
Maruti,119000,Dealer,Diesel,Manual,20.77,1248,7,700000
Ford,80000,Individual,Diesel,Automatic,11.4,2953,7,750000
Maruti,48192,Dealer,Petrol,Manual,18.9,1061,5,200000
Ford,53000,Individual,Diesel,Manual,23.0,1498,5,1100000
Maruti,120000,Individual,Diesel,Manual,26.59,1248,5,500000
Honda,80000,Individual,Diesel,Manual,25.1,1498,5,575000
Renault,50000,Individual,Diesel,Manual,19.01,1461,5,375000
Maruti,15554,Dealer,Petrol,Manual,22.05,796,5,310000
Maruti,86448,Dealer,Diesel,Manual,28.4,1248,5,525000
Maruti,87000,Individual,Diesel,Manual,17.8,1248,5,205000
Mahindra,110000,Individual,Diesel,Manual,15.1,2179,7,850000
Maruti,60000,Individual,Diesel,Manual,26.59,1248,5,500000
Hyundai,23211,Dealer,Diesel,Manual,23.9,1582,5,825000
Honda,16000,Individual,Petrol,Manual,19.5,1199,5,725000
Honda,80000,Individual,Diesel,Manual,26.0,1498,5,750000
Mahindra,30000,Dealer,Diesel,Manual,25.32,1198,6,580000
Honda,29512,Dealer,Petrol,Manual,16.8,1497,5,380000
Maruti,100000,Individual,Diesel,Manual,23.4,1248,5,450000
Hyundai,39000,Dealer,Petrol,Manual,18.9,1197,5,410000
Volkswagen,41000,Dealer,Diesel,Manual,20.54,1598,5,285000
Maruti,42000,Dealer,Petrol,Manual,23.95,998,5,285000
Ford,50000,Dealer,Diesel,Manual,21.7,1498,5,650000
Honda,42000,Dealer,Petrol,Manual,16.0,1198,5,280000
Hyundai,80000,Individual,Petrol,Manual,19.81,1086,5,210000
Maruti,60000,Individual,Petrol,Manual,20.51,998,5,310000
Skoda,50000,Individual,Petrol,Automatic,12.6,1798,5,375000
Hyundai,30337,Dealer,Petrol,Manual,17.1,1591,5,569000
Hyundai,39000,Dealer,Diesel,Manual,22.54,1396,5,625000
Hyundai,40000,Individual,Petrol,Manual,17.92,1086,5,95000
Maruti,40000,Individual,Diesel,Manual,24.3,1248,5,810000
Toyota,40000,Dealer,Diesel,Manual,13.68,2393,7,1875000
Honda,19000,Dealer,Diesel,Manual,27.3,1498,5,490000
Maruti,75000,Individual,Diesel,Manual,24.3,1248,5,825000
Hyundai,48000,Dealer,Diesel,Manual,23.9,1582,5,650000
Tata,40000,Individual,Diesel,Manual,27.28,1047,5,350000
Maruti,103000,Individual,Diesel,Manual,28.09,1248,5,530000
Honda,15797,Dealer,Diesel,Manual,25.5,1498,5,825000
Ford,115000,Dealer,Diesel,Manual,23.0,1498,5,650000
Tata,30000,Individual,Diesel,Manual,14.1,2179,7,1270000
Maruti,31000,Dealer,Diesel,Automatic,24.3,1248,5,849000
Honda,47277,Dealer,Diesel,Manual,25.8,1498,5,399000
Maruti,28963,Dealer,Diesel,Manual,28.09,1248,5,600000
Maruti,31000,Dealer,Petrol,Manual,20.85,1197,5,650000
Maruti,44160,Dealer,Diesel,Manual,24.52,1248,7,670000
Maruti,55000,Dealer,Diesel,Manual,19.3,1248,5,325000
Honda,51000,Individual,Petrol,Automatic,19.0,1199,5,560000
Maruti,23211,Dealer,Petrol,Manual,20.85,1197,5,535000
Volkswagen,23569,Dealer,Petrol,Manual,16.2,1199,5,425000
Ford,95000,Dealer,Diesel,Manual,22.7,1498,5,425000
Renault,15000,Individual,Petrol,Manual,23.01,999,5,350000
Hyundai,37902,Dealer,Petrol,Manual,18.9,1197,5,450000
Maruti,90000,Individual,Diesel,Manual,20.77,1248,7,520000
Mahindra,120000,Individual,Diesel,Manual,12.05,2179,7,400000
Hyundai,58519,Dealer,Petrol,Manual,19.81,1086,5,260000
Hyundai,65000,Dealer,Diesel,Manual,19.67,1582,5,849000
Mahindra,59706,Dealer,Diesel,Manual,15.1,2179,7,875000
Hyundai,50000,Dealer,Diesel,Manual,21.19,1396,5,550000
Ford,30000,Individual,Petrol,Manual,19.0,1194,5,630000
Audi,40000,Individual,Petrol,Automatic,17.84,1395,5,3100000
Ford,11448,Individual,Petrol,Manual,17.0,1497,5,700000
Honda,31031,Dealer,Diesel,Manual,25.5,1498,5,725000
Hyundai,40813,Dealer,Petrol,Manual,18.9,1197,5,450000
Maruti,37300,Dealer,Petrol,Manual,18.9,998,5,275000
Volkswagen,47000,Individual,Diesel,Manual,20.14,1498,5,450000
Honda,46252,Dealer,Petrol,Manual,17.7,1497,5,225000
Hyundai,35000,Individual,Diesel,Manual,24.0,1186,5,575000
Maruti,5000,Individual,Petrol,Manual,24.7,796,5,300000
Maruti,33000,Dealer,Petrol,Manual,19.1,1197,5,395000
Hyundai,52000,Dealer,Diesel,Manual,22.54,1396,5,625000
Honda,55000,Dealer,Petrol,Manual,16.8,1497,5,379000
Maruti,76000,Dealer,Diesel,Manual,22.9,1248,5,425000
Maruti,90000,Individual,Diesel,Manual,23.4,1248,5,370000
Ford,25000,Individual,Diesel,Manual,25.83,1498,5,615000
Maruti,60000,Dealer,Diesel,Manual,19.3,1248,5,370000
BMW,37000,Dealer,Diesel,Automatic,16.09,1995,5,2375000
Maruti,34000,Dealer,Diesel,Automatic,28.4,1248,5,725000
Maruti,18000,Individual,Petrol,Manual,15.37,1196,7,225000
Hyundai,60000,Individual,Petrol,Manual,20.36,1197,5,190000
Hyundai,64000,Individual,Diesel,Manual,22.54,1396,5,535000
Ford,57350,Individual,Diesel,Manual,25.83,1498,5,659000
Hyundai,46100,Dealer,Petrol,Manual,20.36,1197,5,270000
BMW,85000,Individual,Diesel,Automatic,15.97,2993,5,3600000
Maruti,25000,Individual,Petrol,Manual,20.85,1197,5,460000
Hyundai,30000,Individual,Diesel,Manual,24.0,1120,5,335000
Maruti,21000,Individual,Petrol,Manual,19.7,796,5,140000
Maruti,30000,Individual,Petrol,Manual,23.95,998,5,350000
Maruti,25000,Individual,Petrol,Manual,24.7,796,5,255000
Maruti,42000,Dealer,Diesel,Manual,24.52,1248,7,699000
Maruti,120000,Individual,Petrol,Manual,18.9,998,5,192000
Ford,61000,Dealer,Diesel,Manual,20.0,1399,5,420000
Tata,17000,Individual,Diesel,Manual,21.5,1497,5,715000
Hyundai,1500,Individual,Petrol,Manual,15.8,1591,5,955000
Hyundai,15000,Individual,Petrol,Manual,15.8,1591,5,1200000
Maruti,60000,Individual,Petrol,Manual,16.1,1298,5,190000
Maruti,40000,Individual,Diesel,Manual,24.2,1498,7,950000
Datsun,21696,Dealer,Petrol,Manual,22.7,799,5,290000
Hyundai,25000,Individual,Petrol,Manual,17.92,1086,5,119000
Hyundai,67000,Dealer,Diesel,Manual,14.59,1493,5,575000
Hyundai,40000,Dealer,Diesel,Manual,20.5,1582,5,1295000
Toyota,57900,Dealer,Diesel,Manual,12.99,2494,7,900000
Hyundai,70000,Individual,Petrol,Manual,17.0,1197,5,300000
Hyundai,58000,Dealer,Petrol,Manual,13.0,1591,5,1175000
Maruti,66100,Dealer,Diesel,Manual,22.9,1248,5,275000
Ford,55000,Individual,Petrol,Manual,18.16,1196,5,460000
Hyundai,90000,Dealer,Diesel,Manual,22.32,1582,5,530000
Hyundai,41394,Dealer,Petrol,Manual,17.0,1197,5,640000
Maruti,27027,Dealer,Petrol,Manual,23.1,998,5,370000
Volkswagen,58000,Dealer,Diesel,Manual,22.07,1199,5,460000
Maruti,76154,Dealer,Petrol,Manual,19.7,796,5,275000
Tata,75875,Dealer,Diesel,Manual,14.0,2179,7,525000
Mahindra,5000,Dealer,Petrol,Manual,18.15,1198,6,419000
Hyundai,50111,Dealer,Diesel,Manual,16.2,1493,5,199000
Hyundai,60000,Individual,Petrol,Manual,20.36,1197,5,300000
Maruti,49000,Dealer,Diesel,Manual,26.59,1248,5,470000
Renault,10000,Individual,Petrol,Manual,23.01,999,5,380000
Maruti,22000,Individual,Petrol,Manual,22.74,796,5,249000
Toyota,30000,Individual,Petrol,Automatic,17.8,1496,5,950000
Honda,57720,Dealer,Petrol,Manual,17.0,1497,5,280000
Hyundai,30000,Individual,Petrol,Manual,18.6,1197,5,635000
Tata,10000,Individual,Petrol,Manual,23.84,1199,5,425000
Maruti,40000,Individual,Petrol,Manual,20.85,1197,5,500000
Hyundai,74000,Dealer,Petrol,Manual,17.92,1086,5,150000
Ford,90000,Individual,Diesel,Manual,22.77,1498,5,565000
Maruti,70000,Individual,Diesel,Manual,26.59,1248,5,570000
Hyundai,57000,Individual,Petrol,Manual,19.81,1086,5,180000
Maruti,62320,Dealer,Diesel,Manual,28.09,1248,5,675000
Maruti,45000,Dealer,Petrol,Manual,24.7,796,5,265000
Tata,57000,Individual,Diesel,Manual,17.6,2179,7,1200000
Maruti,80000,Individual,Diesel,Manual,27.39,1248,5,520000
Hyundai,46541,Dealer,Petrol,Manual,17.43,1396,5,169000
Hyundai,56468,Dealer,Petrol,Manual,20.36,1197,5,268000
BMW,12000,Dealer,Diesel,Automatic,13.2,1995,5,2300000
Volkswagen,34000,Dealer,Petrol,Automatic,17.21,1197,5,650000
Honda,2000,Individual,Petrol,Manual,19.5,1199,5,650000
Toyota,66240,Dealer,Diesel,Manual,13.68,2393,7,1675000
Maruti,80000,Individual,Petrol,Manual,17.5,1197,5,221000
Honda,55000,Dealer,Petrol,Manual,17.8,1497,5,624000
Maruti,10000,Dealer,Petrol,Automatic,21.4,1197,5,850000
Hyundai,50000,Individual,Petrol,Manual,18.5,1197,5,245000
Honda,103000,Dealer,Diesel,Manual,25.8,1498,5,525000
Hyundai,40000,Individual,Diesel,Manual,21.19,1396,5,630000
Hyundai,90000,Individual,Diesel,Manual,21.38,1396,5,750000
Mahindra,80000,Individual,Diesel,Manual,15.1,2179,7,700000
Maruti,28000,Dealer,Petrol,Manual,24.7,796,5,340000
Ford,83000,Dealer,Diesel,Manual,24.4,1499,5,650000
Mahindra,80000,Individual,Diesel,Manual,16.0,2179,7,1090000
Mahindra,32000,Individual,Petrol,Manual,18.15,1198,6,385000
Toyota,43221,Dealer,Diesel,Manual,12.99,2494,7,840000
Hyundai,16000,Dealer,Diesel,Manual,19.67,1582,5,851000
Maruti,106600,Individual,Petrol,Manual,18.6,1197,5,300000
Maruti,89000,Dealer,Diesel,Manual,25.2,1248,5,565000
Hyundai,7245,Dealer,Petrol,Manual,18.9,1197,5,425000
Datsun,9600,Individual,Petrol,Manual,19.83,1198,7,650000
Mahindra,5000,Individual,Diesel,Manual,15.1,2179,7,1550000
Maruti,29289,Dealer,Petrol,Manual,22.74,796,5,239000
Maruti,27000,Individual,Petrol,Manual,22.0,1197,5,550000
Toyota,77000,Individual,Diesel,Manual,12.8,2494,8,520000
BMW,38132,Dealer,Diesel,Automatic,18.88,1995,5,1399000
Hyundai,59000,Dealer,Diesel,Manual,24.0,1120,5,210000
Hyundai,20000,Individual,Petrol,Manual,20.3,1086,5,480000
Datsun,50000,Individual,Petrol,Manual,22.7,799,5,250000
Hyundai,36000,Dealer,Petrol,Manual,18.9,1197,5,525000
Volkswagen,12600,Dealer,Petrol,Manual,16.2,1199,5,625000
Maruti,120000,Individual,Diesel,Manual,26.59,1248,5,450000
Renault,120000,Individual,Diesel,Manual,20.45,1461,5,340000
Datsun,9500,Individual,Petrol,Manual,22.7,799,5,300000
Maruti,70000,Individual,Diesel,Manual,26.59,1248,5,590000
Tata,120000,Individual,Diesel,Manual,14.0,2179,7,620000
Maruti,8001,Dealer,Petrol,Manual,15.37,1196,5,425000
Maruti,79000,Dealer,Diesel,Manual,20.77,1248,7,610000
Mahindra,60000,Individual,Diesel,Manual,15.1,2179,7,660000
Maruti,48148,Dealer,Petrol,Manual,18.6,1197,5,520000
Maruti,25000,Individual,Petrol,Manual,18.9,998,5,190000
Honda,41200,Dealer,Petrol,Manual,18.6,1199,5,349000
Maruti,5000,Individual,Petrol,Manual,15.37,1196,5,308000
Honda,34000,Dealer,Diesel,Manual,25.1,1498,5,629000
Maruti,57000,Dealer,Diesel,Manual,26.59,1248,5,525000
Maruti,34000,Dealer,Petrol,Manual,20.73,1373,5,795000
Hyundai,72536,Dealer,Petrol,Manual,17.0,1197,5,480000
Maruti,15000,Individual,Petrol,Manual,20.73,1373,5,610000
Maruti,30000,Individual,Petrol,Manual,20.85,1197,5,420000
Volkswagen,44000,Dealer,Diesel,Manual,20.54,1598,5,365000
Toyota,70000,Individual,Diesel,Manual,13.68,2393,7,1850000
Hyundai,24000,Dealer,Petrol,Manual,15.29,1591,5,750000
Maruti,90000,Individual,Diesel,Manual,20.77,1248,7,350000
Hyundai,38452,Dealer,Petrol,Manual,20.36,1197,5,219000
Hyundai,34000,Dealer,Diesel,Manual,21.9,1396,5,325000
Maruti,66001,Dealer,Diesel,Manual,22.9,1248,5,275000
Maruti,28640,Individual,Petrol,Manual,18.9,998,5,166000
Mahindra,30000,Individual,Diesel,Manual,16.5,1493,7,750000
Maruti,50000,Individual,Petrol,Manual,21.4,1197,5,575000
Ford,36000,Dealer,Diesel,Manual,23.0,1498,5,825000
BMW,40100,Dealer,Diesel,Automatic,20.68,1995,5,2499000
Hyundai,66692,Dealer,Petrol,Manual,17.0,1197,5,310000
Maruti,8230,Dealer,Petrol,Manual,20.92,998,5,270000
Renault,35000,Individual,Petrol,Manual,25.17,799,5,244000
Maruti,120000,Individual,Diesel,Manual,23.4,1248,5,440000
Hyundai,66500,Dealer,Diesel,Manual,19.67,1582,5,750000
Maruti,7000,Individual,Petrol,Manual,23.95,998,5,300000
Maruti,25000,Individual,Petrol,Manual,19.1,1197,5,540000
Mahindra,2000,Individual,Diesel,Manual,20.0,1497,5,800000
Maruti,58000,Individual,Diesel,Manual,23.4,1248,5,420000
Maruti,38963,Dealer,Petrol,Manual,21.63,998,5,425000
Datsun,30000,Individual,Petrol,Manual,20.63,1198,5,276000
Ford,63001,Dealer,Diesel,Manual,23.8,1499,5,600000
BMW,40000,Dealer,Diesel,Automatic,19.62,1998,5,2499000
Maruti,57351,Dealer,Diesel,Manual,22.9,1248,5,450000
Skoda,69000,Dealer,Diesel,Automatic,17.2,1968,5,649000
Maruti,9450,Dealer,Petrol,Automatic,20.51,998,5,412000
Mahindra,20000,Individual,Diesel,Manual,15.4,1997,7,879000
Maruti,78051,Dealer,Petrol,Manual,20.85,1197,5,625000
Hyundai,19000,Dealer,Petrol,Manual,13.0,1591,5,1075000
Honda,46000,Individual,Petrol,Manual,18.0,1198,5,480000
Maruti,90000,Individual,Diesel,Manual,20.77,1248,7,450000
Hyundai,70000,Dealer,Diesel,Manual,21.9,1396,5,200000
Maruti,35887,Dealer,Petrol,Automatic,23.1,998,5,390000
Honda,68000,Dealer,Petrol,Manual,16.0,1198,5,230000
Maruti,32000,Dealer,Petrol,Manual,23.1,998,5,425000
Volkswagen,59000,Dealer,Diesel,Manual,20.14,1498,5,490000
Hyundai,33000,Dealer,Diesel,Manual,22.0,1582,5,1090000
Maruti,12000,Dealer,Petrol,Manual,18.9,998,5,265000
Renault,70000,Individual,Petrol,Manual,23.01,999,5,345000
Honda,35000,Dealer,Petrol,Manual,17.4,1497,5,600000
Maruti,40000,Individual,Petrol,Manual,20.51,998,5,300000
Mahindra,44000,Dealer,Diesel,Manual,16.55,2498,6,699000
Volkswagen,43000,Individual,Petrol,Manual,15.04,1598,5,489000
Hyundai,30000,Individual,Petrol,Manual,18.9,1197,5,525000
Datsun,9605,Individual,Petrol,Manual,19.83,1198,7,530000
Toyota,120000,Individual,Diesel,Manual,12.55,2982,7,1400000
Ford,78409,Dealer,Petrol,Automatic,16.5,1499,5,560000
Tata,25000,Individual,Diesel,Manual,21.5,1497,5,750000
Hyundai,80000,Individual,Petrol,Manual,20.36,1197,5,160000
Honda,80000,Individual,Petrol,Manual,17.8,1198,5,440000
Maruti,33100,Individual,Petrol,Manual,21.4,1197,5,515000
Hyundai,50000,Individual,Petrol,Automatic,15.74,1591,5,450000
Maruti,5000,Dealer,Petrol,Manual,23.95,998,5,420000
Audi,51000,Dealer,Diesel,Automatic,17.68,1968,5,1750000
Ford,37000,Individual,Petrol,Manual,18.16,1196,5,380000
Hyundai,34402,Dealer,Petrol,Manual,19.81,1086,5,240000
Toyota,60000,Individual,Diesel,Manual,12.55,2982,7,1400000
Renault,21400,Individual,Petrol,Manual,23.01,999,5,365000
Hyundai,30000,Dealer,Petrol,Automatic,18.9,1197,5,575000
Honda,36951,Dealer,Diesel,Manual,24.7,1498,5,780000
Maruti,50000,Dealer,Diesel,Manual,19.3,1248,5,525000
Hyundai,50000,Individual,Diesel,Manual,19.67,1582,5,750000
Hyundai,40000,Individual,Petrol,Manual,19.81,1086,5,325000
BMW,50000,Individual,Diesel,Automatic,18.88,1995,5,1200000
Renault,32000,Dealer,Petrol,Manual,20.71,799,5,245000
Honda,100000,Individual,Petrol,Manual,17.4,1497,5,600000
Datsun,44000,Dealer,Petrol,Manual,19.02,1198,5,255000
Hyundai,64907,Dealer,Diesel,Manual,19.67,1582,5,800000
Honda,66983,Dealer,Petrol,Manual,17.4,1497,5,550000
Ford,38256,Dealer,Petrol,Manual,15.6,1196,5,220000
Toyota,30000,Individual,Diesel,Automatic,11.36,2755,7,1900000
Mahindra,120000,Individual,Diesel,Manual,15.96,2523,9,473000
Renault,5000,Individual,Petrol,Manual,25.17,799,5,375000
Hyundai,23228,Dealer,Petrol,Manual,17.43,1396,5,625000
Maruti,16300,Individual,Petrol,Manual,19.7,796,5,168000
Skoda,50000,Individual,Diesel,Manual,21.13,1498,5,850000
Maruti,7830,Individual,Petrol,Manual,20.51,998,5,354000
Mahindra,18000,Individual,Diesel,Manual,17.3,1497,7,1025000
Maruti,10000,Individual,Diesel,Manual,28.4,1248,5,755000
Honda,50000,Individual,Petrol,Automatic,16.8,1497,5,310000
Hyundai,65000,Dealer,Petrol,Manual,17.19,1197,5,545000
Jeep,52000,Dealer,Diesel,Manual,16.3,1956,5,1549000
